# Discharge.Daily_Mean_Discharge@SFCR.EntireRecord.csv generated at 2023-04-25 17:07:32 (UTC+00:00) by AQUARIUS Time-Series 22.4.76.0,,,,,
# ,,,,,
# Time-series identifier: Discharge.Daily Mean Discharge@SFCR,,,,,
# Location: South Fish Creek at Colby Rd.,,,,,
# UTC offset: (UTC-05:00),,,,,
# Value units: ft^3/s,,,,,
# Value parameter: Discharge,,,,,
# Interpolation type: Succeeding Constant,,,,,
# Time-series type: Derived,,,,,
# ,,,,,
# Export options: Corrected signal from Beginning of Record to End of Record,,,,,
# ,,,,,
# CSV data starts at line 15.,,,,,
# ,,,,,
ISO 8601 UTC,Timestamp (UTC-05:00),Value,Approval Level,Grade,Qualifiers
2014-06-24T05:00:00Z,6/24/2014 0:00,1.081961378,Working,51,
2014-06-25T05:00:00Z,6/25/2014 0:00,1.09176046,Working,51,
2014-06-26T05:00:00Z,6/26/2014 0:00,0.960724508,Working,51,
2014-06-27T05:00:00Z,6/27/2014 0:00,1.032580057,Working,51,
2014-06-28T05:00:00Z,6/28/2014 0:00,1.793357327,Working,51,
2014-06-29T05:00:00Z,6/29/2014 0:00,6.341543692,Working,51,
2014-06-30T05:00:00Z,6/30/2014 0:00,6.316657921,Working,51,
2014-07-01T05:00:00Z,7/1/2014 0:00,2.791924838,Working,51,
2014-07-02T05:00:00Z,7/2/2014 0:00,1.582281136,Working,51,
2014-07-03T05:00:00Z,7/3/2014 0:00,1.053268741,Working,51,
2014-07-04T05:00:00Z,7/4/2014 0:00,0.794695312,Working,51,
2014-07-05T05:00:00Z,7/5/2014 0:00,0.707548462,Working,51,
2014-07-06T05:00:00Z,7/6/2014 0:00,0.598258221,Working,51,
2014-07-07T05:00:00Z,7/7/2014 0:00,0.542171416,Working,51,
2014-07-08T05:00:00Z,7/8/2014 0:00,2.249231945,Working,51,
2014-07-09T05:00:00Z,7/9/2014 0:00,2.504659952,Working,-2,
2014-07-29T05:00:00Z,7/29/2014 0:00,0.34161439,Working,-2,
2014-07-30T05:00:00Z,7/30/2014 0:00,0.562184819,Working,51,
2014-07-31T05:00:00Z,7/31/2014 0:00,0.363030372,Working,51,
2014-08-01T05:00:00Z,8/1/2014 0:00,0.236971619,Working,51,
2014-08-02T05:00:00Z,8/2/2014 0:00,0.225145052,Working,51,
2014-08-03T05:00:00Z,8/3/2014 0:00,0.214347556,Working,51,
2014-08-04T05:00:00Z,8/4/2014 0:00,0.908830306,Working,51,
2014-08-05T05:00:00Z,8/5/2014 0:00,0.547482956,Working,51,
2014-08-06T05:00:00Z,8/6/2014 0:00,0.31975836,Working,51,
2014-08-07T05:00:00Z,8/7/2014 0:00,0.252196477,Working,51,
2014-08-08T05:00:00Z,8/8/2014 0:00,0.261702988,Working,51,
2014-08-09T05:00:00Z,8/9/2014 0:00,0.212063945,Working,51,
2014-08-10T05:00:00Z,8/10/2014 0:00,0.180586472,Working,51,
2014-08-11T05:00:00Z,8/11/2014 0:00,0.24493895,Working,51,
2014-08-12T05:00:00Z,8/12/2014 0:00,0.370612416,Working,51,
2014-08-13T05:00:00Z,8/13/2014 0:00,0.223135286,Working,51,
2014-08-14T05:00:00Z,8/14/2014 0:00,0.162958129,Working,51,
2014-08-15T05:00:00Z,8/15/2014 0:00,0.139198096,Working,51,
2014-08-16T05:00:00Z,8/16/2014 0:00,0.159849459,Working,51,
2014-08-17T05:00:00Z,8/17/2014 0:00,0.187462275,Working,51,
2014-08-18T05:00:00Z,8/18/2014 0:00,0.318534987,Working,51,
2014-08-19T05:00:00Z,8/19/2014 0:00,0.35406668,Working,51,
2014-08-20T05:00:00Z,8/20/2014 0:00,0.32329861,Working,51,
2014-08-21T05:00:00Z,8/21/2014 0:00,0.249602656,Working,51,
2014-08-22T05:00:00Z,8/22/2014 0:00,0.241716361,Working,51,
2014-08-23T05:00:00Z,8/23/2014 0:00,0.236118942,Working,51,
2014-08-24T05:00:00Z,8/24/2014 0:00,0.312332296,Working,51,
2014-08-25T05:00:00Z,8/25/2014 0:00,294.0085398,Working,51,
2014-08-26T05:00:00Z,8/26/2014 0:00,34.29180395,Working,51,
2014-08-27T05:00:00Z,8/27/2014 0:00,12.75150954,Working,51,
2014-08-28T05:00:00Z,8/28/2014 0:00,7.00989693,Working,51,
2014-08-29T05:00:00Z,8/29/2014 0:00,8.960650733,Working,51,
2014-08-30T05:00:00Z,8/30/2014 0:00,153.9191855,Working,51,
2014-08-31T05:00:00Z,8/31/2014 0:00,38.07982353,Working,51,
2014-09-01T05:00:00Z,9/1/2014 0:00,316.9121422,Working,51,
2014-09-02T05:00:00Z,9/2/2014 0:00,53.27306114,Working,51,
2014-09-03T05:00:00Z,9/3/2014 0:00,16.43289059,Working,51,
2014-09-04T05:00:00Z,9/4/2014 0:00,41.88196612,Working,51,
2014-09-05T05:00:00Z,9/5/2014 0:00,31.9839242,Working,51,
2014-09-06T05:00:00Z,9/6/2014 0:00,12.09821931,Working,51,
2014-09-07T05:00:00Z,9/7/2014 0:00,6.710309618,Working,51,
2014-09-08T05:00:00Z,9/8/2014 0:00,4.300586042,Working,51,
2014-09-09T05:00:00Z,9/9/2014 0:00,3.198978084,Working,51,
2014-09-10T05:00:00Z,9/10/2014 0:00,335.5189164,Working,51,
2014-09-11T05:00:00Z,9/11/2014 0:00,75.72893938,Working,51,
2014-09-12T05:00:00Z,9/12/2014 0:00,21.51432412,Working,51,
2014-09-13T05:00:00Z,9/13/2014 0:00,11.88842927,Working,51,
2014-09-14T05:00:00Z,9/14/2014 0:00,7.524445089,Working,51,
2014-09-15T05:00:00Z,9/15/2014 0:00,4.989306742,Working,51,
2014-09-16T05:00:00Z,9/16/2014 0:00,3.597492354,Working,51,
2014-09-17T05:00:00Z,9/17/2014 0:00,2.883042277,Working,51,
2014-09-18T05:00:00Z,9/18/2014 0:00,2.31212621,Working,51,
2014-09-19T05:00:00Z,9/19/2014 0:00,2.024733188,Working,51,
2014-09-20T05:00:00Z,9/20/2014 0:00,1.762249142,Working,51,
2014-09-21T05:00:00Z,9/21/2014 0:00,1.786131165,Working,51,
2014-09-22T05:00:00Z,9/22/2014 0:00,2.258770167,Working,51,
2014-09-23T05:00:00Z,9/23/2014 0:00,2.874420087,Working,51,
2014-09-24T05:00:00Z,9/24/2014 0:00,2.211782413,Working,51,
